id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
4058;?;27990;;167.2006849;0.015;-59.0588892;0.016;290.0650528;1.2247314;11 08 48.180;-59 03 32.04;-4.98;0.052;1.139;0.052;0.9224;0.0343;-5.046;0.019;1.086;0.018;0.865;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4059;;27960;;167.2420094;0.017;-48.4028368;0.018;285.9261455;11.0563438;11 08 58.105;-48 24 10.32;-13.372;0.06;5.852;0.058;1.5896;0.0379;-13.373;0.024;5.917;0.023;1.719;0.025;-13.66;0.46;7.22;0.43;1.93;0.61
4060;*;27890;;167.4147779;0.02;67.2100912;0.021;137.0634805;47.0279137;11 09 39.784;+67 12 36.87;-87.336;0.072;-26.808;0.087;9.1606;0.0435;-87.078;0.028;-26.744;0.029;9.234;0.027;-86.57;0.31;-26.46;0.36;8.99;0.36
4061;;27993;;167.4503052;0.021;-15.0883139;0.018;269.5757224;41.1084778;11 09 48.070;-15 05 18.09;-0.136;0.093;7.895;0.066;2.9317;0.057;-0.117;0.026;8.017;0.024;2.892;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4062;?;27997;;167.512083;0.036;-18.4277308;0.035;271.7942062;38.2376872;11 10 02.874;-18 25 39.80;9.237;0.124;-4.062;0.081;1.8074;0.0673;9.884;0.056;-3.275;0.045;2.069;0.053;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4063;;28010;;167.5619573;0.02;-51.3149624;0.02;287.2662286;8.4526872;11 10 14.890;-51 18 53.93;-14.766;0.06;7.029;0.051;1.6543;0.0427;-14.757;0.026;7.15;0.024;1.775;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4064;?;28020;;167.5623874;0.011;-52.5882144;0.012;287.7599589;7.277113;11 10 14.998;-52 35 17.22;-9.876;0.055;-8.609;0.054;3.1118;0.0311;-9.845;0.016;-8.47;0.017;3.16;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4065;;28000;;167.5637957;0.025;-14.3059496;0.02;269.170778;41.8379235;11 10 15.303;-14 18 21.48;6.177;0.102;8.026;0.071;4.0675;0.0647;6.234;0.031;8.281;0.023;4.332;0.027;6.11;0.76;9.13;0.76;5.09;0.87
4066;;28030;;167.6283697;0.012;-41.6357168;0.014;283.4302905;17.382628;11 10 30.768;-41 38 08.04;20.795;0.05;-31.37;0.048;5.7824;0.0391;20.721;0.012;-31.197;0.018;5.905;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4067;;28040;;167.6768899;0.009;-45.8369848;0.011;285.1787643;13.5338317;11 10 42.481;-45 50 13.16;-12.799;0.054;3.399;0.056;2.4359;0.0346;-12.878;0.012;3.647;0.013;2.512;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4068;?;28060;;167.8539591;0.015;-50.1689975;0.016;286.9946615;9.5820406;11 11 24.986;-50 10 08.63;-12.053;0.06;11.987;0.059;5.228;0.0429;-12.041;0.019;12.076;0.019;5.379;0.021;-12.12;0.47;12.13;0.53;4.76;0.63
4069;;28070;;167.8922195;0.013;-49.9363517;0.013;286.9276883;9.8064718;11 11 34.154;-49 56 11.06;-8.339;0.055;8.316;0.052;3.2886;0.0359;-8.437;0.017;8.456;0.016;3.38;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4070;?;28046;;167.9320389;0.032;14.400096;0.023;236.6297762;63.524092;11 11 43.758;+14 24 00.66;-60.522;0.156;-13.252;0.095;15.9603;0.0856;-60.504;0.04;-12.97;0.028;15.987;0.032;-61.87;0.41;-13.1;0.3;17.8;0.35
4071;;28050;;167.9734808;0.021;-20.147849;0.02;273.3123028;36.9332993;11 11 53.713;-20 08 52.49;-54.649;0.099;15.728;0.08;5.6091;0.0585;-54.652;0.03;15.875;0.025;5.673;0.028;-54.54;0.76;15.9;0.75;5.55;0.76
4072;;28090;;168.0053297;0.013;-43.676999;0.013;284.532744;15.6144668;11 12 01.276;-43 40 37.17;4.214;0.054;-4.074;0.056;2.521;0.0375;4.276;0.016;-3.798;0.017;2.621;0.019;6.26;0.63;-3.66;0.66;3.92;0.86
4073;?;28100;A;168.1264362;0.664;-18.499956;0.72;272.490138;38.4542242;11 12 30.377;-18 29 59.08;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-20.48;0.54;-24.8;0.51;6.5;0.71
4074;?;28110;;168.1370452;0.21;-49.1008484;0.219;286.7544872;10.6397021;11 12 33.049;-49 06 03.63;-107.905;0.356;26.827;0.352;18.0919;0.213;-106.521;0.256;33.603;0.263;18.294;0.315;-98.54;0.57;33.72;0.66;19.84;0.87
4075;?;28080;;168.142623;0.043;40.5341855;0.054;173.2570975;65.6137743;11 12 34.303;+40 32 03.54;-42.43;0.163;-22.52;0.255;3.5937;0.1406;-43.534;0.06;-20.665;0.058;2.728;0.08;-44.25;0.56;-22.14;0.62;4.02;0.79
4076;;28140;;168.1578577;0.014;-61.0321328;0.013;291.2546453;-0.420538;11 12 37.910;-61 01 55.71;-11.228;0.056;2.378;0.054;1.7731;0.0349;-11.357;0.018;2.474;0.016;1.682;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4077;;28130;;168.1591433;0.075;-60.921074;0.074;291.2139186;-0.317214;11 12 38.202;-60 55 16.10;-0.512;0.09;16.576;0.092;4.0078;0.0568;-2.583;0.1;18.964;0.099;3.599;0.09;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4078;;28160;;168.3205052;0.108;-66.8497697;0.104;293.4860329;-5.7954023;11 13 16.971;-66 50 59.31;-17.132;0.243;5.058;0.204;2.7059;0.1335;-17.917;0.143;4.904;0.124;2.37;0.117;-16.44;0.57;4.74;0.59;2.72;0.54
4079;;28120;;168.3244646;0.015;-17.4046925;0.016;272.0306962;39.5066233;11 13 17.910;-17 24 16.95;-28.355;0.072;4.827;0.06;2.4019;0.045;-27.927;0.021;4.981;0.02;2.542;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4080;?;28220;;168.4512845;0.017;-75.7904843;0.015;296.9293565;-14.0692311;11 13 48.395;-75 47 25.68;-18.033;0.054;-0.497;0.059;4.1651;0.0295;-18.097;0.023;-0.395;0.019;4.238;0.018;-18.77;0.51;-0.84;0.44;3.45;0.45
4081;;28180;;168.4615353;0.017;-52.8561595;0.019;288.3702677;7.2342526;11 13 50.757;-52 51 21.21;13.924;0.049;-59.262;0.047;12.438;0.032;13.833;0.026;-59.194;0.024;12.427;0.022;14.71;0.39;-58.57;0.37;12.02;0.49
4082;;28170;A;168.4968743;0.011;-42.9879881;0.011;284.5995943;16.3880536;11 13 59.295;-42 59 16.74;-21.796;0.043;8.508;0.039;4.1096;0.0309;-21.877;0.012;8.642;0.014;4.177;0.018;-21.58;0.76;8.92;0.83;5.84;1.04
4083;;28150;;168.5597445;0.315;15.4292214;0.262;235.3725822;64.5845528;11 14 14.425;+15 25 46.66;-61.746;1.022;-78.843;0.854;18.4948;0.451;-60.538;0.374;-78.675;0.321;20.316;0.326;-60.31;0.16;-79.1;0.13;19.76;0.17
4084;;27855;;168.6244766;0.053;85.6401621;0.051;125.0201428;31.0883118;11 14 30.450;+85 38 24.55;-35.182;0.075;9.766;0.056;4.2665;0.036;-36.013;0.068;8.453;0.074;4.444;0.059;-33.94;0.42;8.16;0.52;5.69;0.43
4085;?;28190;A;168.6249295;0.011;-52.0271735;0.01;288.154369;8.0413145;11 14 29.978;-52 01 37.94;0.283;0.063;1.887;0.053;1.764;0.0378;0.229;0.014;1.96;0.013;1.854;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4086;;28270;;168.6734393;0.012;-72.9710922;0.011;295.9006003;-11.4337144;11 14 41.609;-72 58 15.74;5.804;0.045;-1.501;0.038;2.8525;0.0254;5.758;0.016;-1.344;0.013;2.896;0.013;4.52;1.16;-0.45;0.9;2.86;0.99
4087;;28260;;168.7056556;0.016;-70.3604516;0.016;294.9277634;-9.004913;11 14 49.416;-70 21 37.73;-18.43;0.061;2.967;0.056;2.605;0.0343;-18.579;0.02;3.051;0.022;2.66;0.018;-18.2;0.59;2.47;0.55;2.32;0.55
4088;;28230;;168.7901536;0.015;-51.3386985;0.016;287.9944982;8.7191609;11 15 09.702;-51 20 19.50;-33.631;0.059;9.466;0.053;4.7329;0.037;-33.62;0.02;9.569;0.02;4.744;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4089;;28250;;168.8056517;0.016;-60.0326493;0.014;291.1838753;0.6261148;11 15 13.367;-60 01 57.58;-8.118;0.068;2.65;0.059;0.8358;0.0386;-8.177;0.021;2.834;0.019;0.909;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4090;;28240;;168.8725841;0.077;-44.3953575;0.08;285.4148604;15.1884497;11 15 29.525;-44 23 43.40;-62.801;0.18;7.765;0.186;9.78;0.1213;-62.925;0.091;7.618;0.107;8.927;0.12;-62.98;0.4;7.24;0.42;10.49;0.57
4091;;28210;;168.8785796;0.034;4.9564752;0.043;252.7996364;58.1596075;11 15 30.895;+04 57 23.55;-35.734;0.191;-11.859;0.27;1.0581;0.1131;-36.103;0.044;-11.509;0.042;1.069;0.046;-36.14;1.19;-11.21;0.73;0.53;1.04
4092;;28280;;168.9031417;0.014;-53.0621103;0.015;288.6959033;7.1404371;11 15 36.780;-53 03 43.56;-9.986;0.074;0.098;0.076;1.1104;0.0452;-10.071;0.02;0.111;0.02;1.174;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4093;;28300;;168.9650633;0.027;-36.2434449;0.031;282.1853801;22.7481857;11 15 51.652;-36 14 36.56;-27.974;0.046;6.809;0.04;2.5059;0.0388;-27.369;0.043;6.974;0.042;2.999;0.042;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4094;;28200;;168.9835621;0.015;59.1210047;0.017;143.6287719;54.0009753;11 15 56.066;+59 07 15.59;-5.244;0.06;2.228;0.06;4.3307;0.0389;-5.278;0.018;2.363;0.021;4.497;0.022;-4.95;0.5;2.36;0.48;5.0;0.71
4095;;28290;;168.9978213;0.018;-32.3701052;0.017;280.5257141;26.3154074;11 15 59.472;-32 22 12.24;-5.469;0.072;1.481;0.058;6.1318;0.0435;-5.285;0.026;1.864;0.023;6.136;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4096;;28216;;169.0789186;0.058;59.9432289;0.065;142.7207383;53.3770502;11 16 18.979;+59 56 35.50;-25.617;0.143;-9.654;0.164;9.2824;0.0939;-24.314;0.07;-9.232;0.086;10.068;0.086;-23.34;0.34;6.99;0.3;10.45;0.48
4097;;28305;;169.1220469;0.023;-25.6643967;0.022;277.460744;32.4685177;11 16 29.328;-25 39 51.86;-26.943;0.087;1.08;0.064;2.733;0.0542;-26.951;0.03;1.329;0.028;2.812;0.033;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4098;;28320;;169.1697633;0.017;-60.826366;0.019;291.6373865;-0.0496096;11 16 40.773;-60 49 34.89;-10.596;0.058;2.089;0.055;1.5305;0.0369;-10.637;0.022;2.207;0.023;1.614;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4099;*;28310;A;169.2423685;0.047;-7.1346485;0.042;265.8045474;48.8071925;11 16 58.182;-07 08 04.79;-8.309;0.139;8.541;0.101;8.0759;0.103;-8.221;0.065;8.458;0.049;7.88;0.057;-7.58;0.36;9.62;0.4;7.72;0.4
4100;;28330;;169.2934185;0.013;-41.3903521;0.017;284.5384383;18.0901896;11 17 10.599;-41 23 25.74;-120.101;0.045;26.68;0.044;12.1449;0.0319;-120.12;0.012;26.838;0.026;12.254;0.023;-120.21;0.36;27.77;0.43;12.18;0.59
4101;;28350;;169.4735038;2.399;-59.2363749;2.01;291.2139773;1.4904688;11 17 53.680;-59 14 10.99;-25.853;1.746;6.468;1.603;2.9663;0.9778;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-23.1;0.59;6.45;0.55;4.51;0.57
4102;;28370;;169.5645188;0.015;-74.173727;0.015;296.5904653;-12.4604788;11 18 15.561;-74 10 25.31;-13.052;0.054;1.635;0.055;2.0738;0.0338;-13.035;0.019;1.746;0.019;2.137;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4103;;28340;;169.5877223;0.015;-16.5513894;0.016;272.8977986;40.8290669;11 18 21.086;-16 33 05.04;-28.155;0.096;3.77;0.063;3.7546;0.0542;-28.052;0.026;3.872;0.02;3.712;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4104;?;28420;;169.644496;0.068;-79.6688177;0.065;298.6794308;-17.5721136;11 18 34.405;-79 40 07.22;45.901;0.172;-37.868;0.155;15.446;0.0876;46.293;0.087;-37.91;0.081;15.799;0.069;57.44;0.51;-19.73;0.37;16.36;0.44
4105;;28380;;169.8438512;0.021;-60.9386358;0.021;291.9839147;-0.0389433;11 19 22.549;-60 56 19.15;-7.99;0.052;-0.099;0.049;1.2191;0.0348;-8.195;0.025;0.101;0.024;1.459;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4106;;28360;;169.8579886;0.025;-30.3230632;0.026;280.365428;28.4855845;11 19 25.946;-30 19 22.88;-9.583;0.106;-17.619;0.076;3.1862;0.0598;-9.42;0.035;-17.162;0.035;3.203;0.037;-9.64;0.72;-17.07;0.42;3.31;0.64
4107;?;28382;;169.9212424;0.012;-63.4754058;0.011;292.8995994;-2.4050633;11 19 41.119;-63 28 31.49;-7.014;0.048;1.87;0.036;0.3744;0.0239;-6.972;0.016;2.084;0.015;0.446;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4108;?;28384;;169.9251613;0.015;-63.4760371;0.016;292.9014614;-2.4050478;11 19 42.048;-63 28 33.80;-6.989;0.039;2.115;0.037;0.3983;0.0245;-6.916;0.019;2.164;0.02;0.442;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4109;?;28387;;169.933301;0.011;-63.4821426;0.012;292.9069939;-2.4095124;11 19 44.015;-63 28 55.77;-6.759;0.03;2.055;0.035;0.4379;0.0188;-6.729;0.014;2.12;0.016;0.447;0.013;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4110;?;28393;;169.9360023;0.014;-63.4865878;0.014;292.9096697;-2.413263;11 19 44.652;-63 29 11.80;-6.825;0.041;2.056;0.04;0.4798;0.0259;-6.905;0.018;2.127;0.018;0.42;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4111;;28430;;170.0553227;0.015;-61.0120977;0.015;292.1056144;-0.0723077;11 20 13.350;-61 00 43.61;-34.252;0.058;6.144;0.051;2.8398;0.0339;-34.464;0.019;6.251;0.019;2.768;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4112;?;28410;A;170.1055641;0.036;-37.5619367;0.038;283.6397682;21.8765312;11 20 25.377;-37 33 43.16;-33.313;0.071;9.615;0.064;3.8926;0.0691;-34.601;0.054;9.878;0.051;3.378;0.057;-34.82;0.7;10.36;0.51;4.13;0.81
4113;?;28440;;170.1255181;0.026;-54.6963684;0.025;289.9577779;5.868447;11 20 30.137;-54 41 47.04;-7.462;0.063;3.639;0.059;2.8891;0.0475;-7.427;0.033;3.78;0.03;2.944;0.034;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4114;;28390;A;170.1334153;0.024;-2.8982148;0.017;263.2505406;52.8242973;11 20 32.041;-02 53 53.46;-12.153;0.097;-11.809;0.072;3.2215;0.0619;-12.565;0.029;-11.894;0.018;3.302;0.025;-16.66;1.49;-10.7;1.03;1.38;1.37
4115;;28400;;170.1407318;0.068;-9.6909697;0.056;268.932483;47.0932889;11 20 33.811;-09 41 27.32;-41.055;0.104;-16.687;0.067;4.1402;0.0664;-40.139;0.085;-15.783;0.064;4.276;0.085;-43.54;0.91;-14.34;1.09;5.49;0.97
4116;?;28450;;170.2837266;0.192;6.0292678;0.176;253.3590336;59.8986773;11 21 08.216;+06 01 45.82;-93.706;1.171;-16.93;1.128;16.4887;0.858;-92.67;0.237;-12.12;0.214;13.555;0.281;-92.97;0.22;-11.48;0.21;14.82;0.24
4117;;28470;A;170.3913115;0.026;-57.9401936;0.03;291.2128843;2.8720653;11 21 33.908;-57 56 24.67;-16.433;0.284;4.171;0.354;1.2305;0.1935;-16.251;0.036;4.875;0.038;1.484;0.035;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4118;;28460;;170.4633505;0.015;34.8601143;0.017;185.4302903;69.361813;11 21 51.237;+34 51 36.85;-16.468;0.084;-21.403;0.097;4.7673;0.0536;-16.429;0.016;-21.448;0.017;4.959;0.019;-16.88;1.16;-20.52;0.94;5.38;1.19
4119;;28466;;170.4872862;0.077;-24.2014992;0.064;278.0768784;34.3145901;11 21 56.965;-24 12 05.35;-15.71;0.117;-1.277;0.09;2.1682;0.0638;-16.43;0.103;-3.113;0.078;2.158;0.095;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4120;;28500;;170.5683438;0.019;-49.9239128;0.019;288.5540389;10.4422458;11 22 16.405;-49 55 25.98;-3.706;0.059;-10.859;0.051;4.842;0.0396;-3.875;0.023;-10.824;0.022;4.959;0.028;-3.51;0.74;-11.23;0.77;3.83;1.04
4121;?;28520;A;170.6214366;0.013;-62.4554501;0.013;292.8497722;-1.3377849;11 22 29.142;-62 27 20.45;-11.946;0.055;1.211;0.054;1.1951;0.0336;-12.086;0.017;1.137;0.016;1.221;0.016;-13.59;1.32;0.25;1.23;3.89;1.19
4122;;28530;;170.6589568;0.017;-63.5483862;0.017;293.2340407;-2.3611591;11 22 38.163;-63 32 54.20;-7.958;0.043;-1.072;0.043;1.521;0.0278;-8.251;0.023;-0.772;0.021;1.634;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4123;;28480;;170.7130111;0.02;31.8280167;0.022;193.8948591;70.1948446;11 22 51.181;+31 49 41.13;-41.447;0.106;-15.516;0.103;6.6355;0.0633;-41.566;0.022;-15.172;0.025;6.562;0.026;-41.59;0.44;-16.43;0.37;6.23;0.55
4124;;28490;;170.7163887;0.015;44.8244069;0.029;162.129126;64.9752113;11 22 51.967;+44 49 28.15;-28.304;0.059;-16.447;0.109;4.4274;0.0664;-28.246;0.018;-16.302;0.037;4.406;0.026;-29.51;0.65;-16.85;0.6;4.49;0.74
4125;?;28510;;170.8779337;0.015;34.8208324;0.015;185.2696109;69.6997001;11 23 30.782;+34 49 14.73;-54.163;0.104;17.702;0.096;2.4768;0.0715;-54.067;0.016;17.81;0.017;2.522;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4126;;28540;;170.942565;0.05;-39.4080757;0.048;285.0122096;20.3936918;11 23 46.224;-39 24 28.82;-5.306;0.09;-11.263;0.082;2.5999;0.0658;-5.902;0.084;-9.887;0.077;2.23;0.07;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4127;;28550;;170.9669481;0.098;-59.4921593;0.101;292.0168314;1.510984;11 23 52.109;-59 29 31.89;-15.687;0.824;5.284;0.831;-3.5889;0.5268;-16.259;0.117;2.786;0.115;1.117;0.131;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4128;?;28557;;171.0214182;0.013;-63.6810772;0.014;293.4303574;-2.4324363;11 24 05.149;-63 40 51.90;-7.238;0.046;1.342;0.044;0.3427;0.0302;-7.18;0.017;1.477;0.018;0.439;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4129;;28570;;171.0888117;0.021;-59.2860082;0.02;292.0071243;1.7260531;11 24 21.331;-59 17 09.72;-10.19;0.064;3.474;0.056;0.9388;0.0408;-10.329;0.025;3.552;0.023;0.981;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4130;;28560;;171.1272991;0.065;-45.619417;0.067;287.4083638;14.6158937;11 24 30.582;-45 37 09.91;-18.489;0.249;1.943;0.224;1.5056;0.1704;-17.948;0.074;1.202;0.079;2.313;0.104;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4131;?;28600;;171.1993871;0.1;-64.0971488;0.099;293.6418673;-2.7993246;11 24 47.887;-64 05 49.83;-20.415;0.678;8.689;0.577;3.7906;0.3712;-13.935;0.121;6.543;0.122;3.407;0.12;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4132;;28580;;171.2421538;0.163;-2.2125403;0.135;264.1375927;54.0149282;11 24 58.184;-02 12 44.45;-59.139;0.162;-41.224;0.138;7.0196;0.1112;-59.785;0.197;-38.031;0.172;5.574;0.187;-62.31;0.59;-38.53;0.49;6.94;0.64
4133;?;28590;;171.2979499;0.02;-42.3327318;0.022;286.3583142;17.7465021;11 25 11.516;-42 19 57.81;-3.423;0.064;-4.198;0.059;1.2944;0.0443;-3.618;0.022;-3.27;0.03;1.495;0.033;-5.11;0.89;-3.14;0.95;1.83;1.52
4134;?;28650;;171.3504959;0.817;-76.4531473;0.706;297.843977;-14.438723;11 25 24.268;-76 27 11.36;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4135;;28610;;171.4403813;0.03;26.747229;0.037;209.1646643;70.9242122;11 25 45.742;+26 44 49.97;-35.948;0.115;0.644;0.079;9.5585;0.0488;-35.99;0.04;0.826;0.048;9.639;0.04;-38.43;0.83;2.16;0.56;9.95;0.71
4136;;28620;;171.4608886;0.011;-39.0452033;0.011;285.2778717;20.8744007;11 25 50.644;-39 02 42.83;-24.227;0.053;2.97;0.044;2.4047;0.0391;-24.142;0.018;3.019;0.016;2.479;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4137;;28624;;171.5567483;0.043;-22.6832091;0.043;278.4219437;36.1001907;11 26 13.680;-22 40 59.70;-47.009;0.089;8.103;0.068;5.939;0.0632;-47.58;0.059;8.043;0.064;5.799;0.061;-46.22;0.61;10.77;0.5;7.31;0.75
4138;?;28640;;171.5949822;0.014;-43.5634452;0.013;287.0106003;16.6631355;11 26 22.866;-43 33 48.52;-45.519;0.054;5.022;0.048;4.3165;0.0425;-45.575;0.015;5.198;0.017;4.316;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4139;;28630;;171.6166439;0.011;-39.4408719;0.011;285.5452046;20.5448932;11 26 28.018;-39 26 27.14;-16.636;0.042;2.257;0.034;1.8482;0.0303;-16.711;0.015;2.296;0.015;1.858;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
4140;;28660;A;171.8191107;0.037;-8.868911;0.027;270.4732738;48.6266013;11 27 16.622;-08 52 08.49;-46.462;0.101;7.201;0.067;4.4348;0.0575;-46.638;0.043;7.289;0.033;4.518;0.042;-47.88;0.97;7.54;1.09;3.92;1.15
4141;;28683;;172.0147419;0.199;-0.8979454;0.164;263.974356;55.5366789;11 28 03.544;-00 53 52.23;-3.871;0.248;-26.679;0.189;7.7309;0.1173;-3.788;0.265;-21.771;0.202;5.185;0.219;-4.55;1.03;-21.95;0.89;7.66;1.21
4142;;28690;;172.0248395;0.011;-35.198966;0.011;284.2843189;24.6369191;11 28 05.978;-35 11 56.09;-18.866;0.042;-8.331;0.04;3.2678;0.0349;-18.904;0.018;-8.216;0.016;3.321;0.017;-21.42;0.69;-8.45;0.57;4.85;0.9
