id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
6185;;46260;;269.5018786;0.037;-30.0653252;0.028;0.4026894;-2.894321;17 58 00.444;-30 03 55.18;3.028;0.142;-0.264;0.11;1.3495;0.0806;2.696;0.044;-0.355;0.028;1.406;0.04;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6186;?;46170;;269.5170342;0.019;-52.8178691;0.017;340.2049609;-13.8373969;17 58 04.085;-52 49 04.13;-0.312;0.089;-9.302;0.077;1.4971;0.0482;-0.195;0.022;-9.236;0.019;1.45;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6187;;46470;A;269.5224894;0.048;52.2181786;0.052;79.9178173;29.0888456;17 58 05.387;+52 13 05.81;11.558;0.143;-23.179;0.155;9.7552;0.0725;11.251;0.06;-24.282;0.065;9.694;0.052;10.69;0.61;-21.11;0.74;8.8;0.61
6188;?;46290;;269.5971017;0.043;-27.3424593;0.035;2.8063409;-1.6087889;17 58 23.298;-27 20 32.78;-1.57;0.092;-7.157;0.072;2.5218;0.0534;-1.137;0.053;-6.629;0.036;2.637;0.051;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6189;?;46397;A;269.6256162;0.168;30.1892912;0.212;55.9405849;23.9163953;17 58 30.150;+30 11 21.34;-3.621;0.96;0.23;0.936;1.4453;0.5736;-1.386;0.244;3.799;0.298;4.748;0.237;-0.81;0.29;2.18;0.33;3.79;0.39
6190;?;46210;;269.6358364;0.017;-50.5985067;0.017;342.2703584;-12.892316;17 58 32.606;-50 35 54.46;1.595;0.085;-9.759;0.079;3.9267;0.0561;1.543;0.021;-9.811;0.018;3.929;0.022;2.09;1.33;-9.32;0.79;4.51;1.26
6191;;46270;;269.6618335;0.023;-40.6029402;0.018;351.2462988;-8.1918239;17 58 38.865;-40 36 09.98;-8.346;0.099;-41.654;0.078;4.0126;0.0528;-8.576;0.026;-41.939;0.018;3.974;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6192;?;46190;;269.6654569;0.02;-57.1207816;0.019;336.2547041;-15.8228945;17 58 39.696;-57 07 14.78;3.699;0.085;-3.922;0.078;1.2191;0.0448;3.374;0.025;-3.98;0.022;1.346;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6193;*;46480;;269.7179398;0.023;45.4763396;0.026;72.3790252;27.8386961;17 58 52.318;+45 28 34.42;-0.42;0.066;27.143;0.072;7.0922;0.0353;-0.18;0.032;26.938;0.036;7.094;0.027;-0.51;0.28;27.48;0.28;7.66;0.29
6194;;45800;;269.7832007;0.011;-75.7989103;0.012;317.992026;-23.1195463;17 59 07.964;-75 47 55.67;5.362;0.048;-25.424;0.051;3.3744;0.0292;5.396;0.012;-25.673;0.016;3.347;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6195;;46320;;269.8452943;0.034;-30.6449741;0.028;0.0463213;-3.4394788;17 59 22.870;-30 38 41.69;3.175;0.127;-14.597;0.104;2.733;0.0745;3.193;0.038;-14.873;0.026;2.722;0.036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6196;;46300;;269.8617953;0.022;-41.4981409;0.021;350.5264978;-8.755085;17 59 26.792;-41 29 53.30;31.391;0.102;-4.193;0.085;4.3926;0.0541;30.809;0.027;-4.075;0.021;4.414;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6197;?;46356;;269.907697;0.02;-22.9973907;0.017;6.7135912;0.3135423;17 59 37.854;-22 59 50.56;-0.438;0.102;-1.501;0.084;0.3264;0.0481;-0.284;0.027;-1.51;0.019;0.394;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6198;;46395;;269.9169082;0.187;-0.4900587;0.185;26.5073807;11.269677;17 59 40.060;-00 29 24.24;0.319;0.364;1.214;0.327;1.1191;0.2298;-0.693;0.242;0.019;0.226;0.415;0.26;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6199;?;46370;;270.0157834;0.026;-27.7371514;0.021;2.6485775;-2.1271881;18 00 03.788;-27 44 13.73;1.302;0.113;-0.326;0.09;0.6288;0.0563;1.44;0.037;-0.482;0.023;0.523;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6200;;46280;;270.0221636;0.028;-55.6329329;0.027;337.7345462;-15.3528825;18 00 05.305;-55 37 58.49;5.948;0.064;-4.269;0.06;1.5956;0.0489;5.288;0.031;-4.438;0.027;1.704;0.036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6201;;46393;;270.0500542;0.087;-17.0890528;0.072;11.9117013;3.1306052;18 00 12.005;-17 05 20.55;-2.248;0.129;-4.197;0.102;2.0089;0.0724;-2.351;0.106;-5.899;0.081;2.298;0.093;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6202;*;46450;;270.0653839;0.03;0.6294683;0.024;27.5891273;11.6588331;18 00 15.681;+00 37 46.20;17.399;0.254;-1.38;0.233;8.4772;0.0907;17.103;0.045;-1.663;0.033;8.629;0.038;20.8;0.57;-1.31;0.33;7.39;0.52
6203;;46330;;270.0794878;0.019;-42.6164703;0.016;349.6095728;-9.4311327;18 00 19.074;-42 36 59.31;2.472;0.103;-2.647;0.084;1.4094;0.055;2.536;0.023;-2.629;0.016;1.447;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6204;;46388;;270.1006109;0.176;-22.9644559;0.134;6.8304575;0.1758103;18 00 24.148;-22 57 52.12;1.443;1.606;3.444;1.534;-2.6035;1.0024;2.444;0.197;2.299;0.144;1.049;0.192;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6205;;46360;;270.1274662;0.075;-40.3368962;0.078;351.65429;-8.3741817;18 00 30.594;-40 20 12.81;-1.092;0.248;-1.092;0.227;0.536;0.1739;-1.009;0.086;-2.494;0.078;0.661;0.102;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6206;;46390;;270.1301807;0.024;-27.7225884;0.02;2.711457;-2.2079177;18 00 31.240;-27 43 21.31;0.466;0.167;-5.898;0.138;1.6476;0.0918;0.664;0.03;-6.107;0.021;1.612;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6207;;46310;;270.1692941;0.06;-55.0465462;0.054;338.3192789;-15.1722393;18 00 40.632;-55 02 47.64;2.021;0.067;4.014;0.063;1.9902;0.0453;3.235;0.072;3.272;0.061;1.867;0.071;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6208;;46230;A;270.1781933;0.013;-62.160066;0.013;331.587502;-18.1776682;18 00 42.753;-62 09 36.10;11.644;0.043;-2.598;0.047;4.4505;0.0461;11.625;0.014;-2.759;0.015;4.358;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6209;;46410;A;270.2146902;0.015;-18.9678422;0.013;10.3548141;2.0650032;18 00 51.526;-18 58 04.25;0.817;0.102;-6.989;0.085;1.6852;0.0469;0.988;0.019;-7.149;0.014;1.686;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6210;;46430;;270.2400758;0.042;-20.9881667;0.034;8.6107524;1.0438039;18 00 57.621;-20 59 17.24;2.69;0.146;-11.787;0.124;4.6571;0.0915;2.8;0.051;-11.983;0.036;4.458;0.052;0.8;0.85;-11.65;0.43;4.4;0.87
6211;?;46350;;270.3530987;0.066;-52.3009984;0.059;340.9158428;-14.0598779;18 01 24.730;-52 18 03.55;9.459;0.237;-0.133;0.207;2.5971;0.1478;9.84;0.091;0.366;0.076;2.806;0.089;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6212;;46502;;270.3805918;0.015;4.6364789;0.014;31.385914;13.2110116;18 01 31.334;+04 38 11.37;5.526;0.066;3.057;0.062;2.1277;0.0478;5.497;0.019;3.146;0.017;2.11;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6213;;46490;;270.4858887;0.155;-13.1474011;0.137;15.5590549;4.7032831;18 01 56.610;-13 08 50.45;3.513;0.095;-7.365;0.078;4.4816;0.06;2.92;0.201;-10.731;0.144;3.976;0.182;5.3;1.42;-9.19;0.68;4.2;1.27
6214;;46460;;270.4957613;0.024;-33.819857;0.02;357.5438352;-5.4787312;18 01 58.980;-33 49 11.41;1.904;0.106;-4.487;0.092;0.8933;0.0546;2.024;0.029;-4.29;0.021;0.876;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6215;;46380;;270.5191083;0.029;-50.1795803;0.024;342.9160041;-13.2037889;18 02 04.594;-50 10 46.39;0.753;0.105;-8.309;0.087;1.9766;0.052;0.327;0.033;-8.475;0.024;1.93;0.032;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6216;?;46440;;270.5969556;0.024;-45.6686766;0.022;347.0467367;-11.1908526;18 02 23.267;-45 40 06.73;-0.812;0.083;-22.529;0.074;4.1457;0.0515;-0.873;0.027;-22.885;0.022;3.963;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6217;;46505;;270.6084694;0.016;-16.9768333;0.014;12.2731186;2.7214804;18 02 26.025;-16 58 36.54;2.428;0.083;-0.025;0.073;1.5057;0.0543;2.306;0.019;-0.204;0.015;1.506;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6218;?;46420;;270.6110351;0.054;-47.2091114;0.046;345.6555951;-11.9087456;18 02 26.639;-47 12 32.51;-0.018;0.18;-19.842;0.149;2.6175;0.0917;0.397;0.056;-17.455;0.043;2.826;0.054;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6219;?;46510;;270.7129163;0.076;-24.2825443;0.071;5.9623974;-0.9637424;18 02 51.107;-24 16 56.90;1.333;0.247;-17.789;0.201;2.8053;0.152;1.096;0.086;-17.329;0.065;2.87;0.107;1.22;0.38;-17.52;0.19;3.02;0.28
6220;;46400;;270.7244745;0.02;-53.9887588;0.017;339.4508306;-15.0017055;18 02 53.868;-53 59 19.26;2.773;0.073;-12.636;0.062;2.8284;0.0482;2.827;0.021;-12.541;0.019;2.773;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6221;;46580;;270.7551631;0.013;-0.4559005;0.012;26.9359475;10.5439368;18 03 01.240;-00 27 21.27;-3.069;0.077;-1.998;0.067;3.1093;0.0428;-3.108;0.016;-2.282;0.015;3.089;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6222;;46340;;270.7575426;0.012;-64.0308951;0.014;329.8854952;-19.1619318;18 03 01.823;-64 01 50.80;-2.045;0.051;-28.318;0.06;2.6979;0.0499;-2.315;0.014;-28.556;0.016;2.958;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6223;;46500;;270.8314579;0.03;-38.8066272;0.027;353.2745489;-8.1193781;18 03 19.552;-38 48 23.80;-0.454;0.094;-2.207;0.077;1.0016;0.0614;-0.69;0.036;-2.49;0.025;0.945;0.038;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6224;;46584;;270.8474945;0.019;-3.7272985;0.019;24.0485355;8.9276278;18 03 23.399;-03 43 38.27;0.281;0.082;-1.622;0.076;5.3495;0.0601;0.072;0.025;-1.719;0.019;5.504;0.024;-0.56;1.02;2.57;0.87;5.87;1.19
6225;?;46520;;270.8647154;0.022;-34.8465294;0.019;356.78978;-6.2430697;18 03 27.515;-34 50 47.24;16.449;0.106;-10.367;0.088;6.1128;0.0616;16.404;0.026;-10.496;0.019;6.116;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6226;;46530;;270.9129094;0.023;-37.7299869;0.021;354.260656;-7.6620281;18 03 39.107;-37 43 47.42;-0.868;0.136;-16.556;0.115;4.335;0.0629;-1.162;0.029;-16.69;0.021;4.292;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6227;?;46566;;270.9543154;0.019;-23.2997915;0.019;6.926721;-0.6724295;18 03 49.028;-23 17 59.22;1.341;0.1;-2.931;0.075;0.7061;0.0579;1.334;0.025;-2.961;0.016;0.797;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6228;;46560;;270.9631607;0.03;-27.3038735;0.026;3.4403853;-2.6446331;18 03 51.153;-27 18 13.93;0.321;0.116;-2.813;0.092;0.8265;0.0672;0.273;0.036;-3.037;0.026;0.759;0.033;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6229;/;46600;;270.9813623;0.014;-1.0064612;0.012;26.5478591;10.0873272;18 03 55.528;-01 00 23.18;0.225;0.099;-2.026;0.087;0.3549;0.0716;0.304;0.018;-2.019;0.016;0.331;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6230;;46587;A;271.0183921;0.06;-16.7329884;0.049;12.6785322;2.4993303;18 04 04.418;-16 43 58.67;-2.077;0.224;-6.718;0.236;0.0882;0.1158;-2.089;0.07;-6.867;0.051;0.126;0.065;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6231;;46550;;271.0877868;0.017;-37.6203288;0.015;354.4245334;-7.7313755;18 04 21.069;-37 37 12.79;5.053;0.104;-20.916;0.087;3.02;0.0564;4.905;0.021;-21.065;0.015;2.996;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6232;;46590;;271.1064871;0.023;-24.3458039;0.019;6.0836158;-1.3071834;18 04 25.552;-24 20 44.97;1.404;0.114;-2.086;0.092;0.9229;0.0703;1.282;0.028;-2.111;0.019;0.806;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6233;;46597;A;271.1544551;0.04;-17.0312149;0.033;12.4820373;2.2398178;18 04 37.077;-17 01 52.29;-4.912;0.105;-4.464;0.094;0.4247;0.0649;-4.766;0.05;-4.852;0.042;0.224;0.044;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6234;;46540;;271.2043198;0.015;-48.8277679;0.014;344.3614057;-12.9952478;18 04 49.017;-48 49 40.02;19.961;0.084;1.405;0.08;3.7101;0.0629;19.939;0.017;1.56;0.013;3.89;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6235;;46570;;271.2130187;0.046;-39.7822937;0.041;352.5471942;-8.8415853;18 04 51.123;-39 46 56.14;-0.693;0.357;-6.934;0.331;1.3438;0.15;-1.336;0.053;-6.15;0.04;1.64;0.047;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6236;?;46624;;271.3003014;0.02;-19.5858169;0.02;10.3212073;0.8688214;18 05 12.054;-19 35 08.49;10.501;0.116;-24.56;0.091;4.133;0.0576;10.531;0.027;-24.666;0.018;4.111;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6237;*;46650;;271.4284855;0.018;12.0033934;0.018;38.6911925;15.5071587;18 05 42.834;+12 00 12.29;-3.438;0.098;1.894;0.079;5.6432;0.0518;-3.31;0.024;1.573;0.022;5.838;0.027;-3.32;0.86;-3.99;0.92;7.24;1.01
6238;?;46630;;271.5134055;0.05;-29.431674;0.044;1.8152389;-4.1041184;18 06 03.220;-29 25 53.93;2.036;0.17;-0.867;0.139;0.7918;0.104;1.893;0.059;-0.985;0.042;0.911;0.059;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6239;;46645;;271.5882539;0.016;-6.7198864;0.014;21.7431612;6.857433;18 06 21.170;-06 43 11.26;8.447;0.088;-15.038;0.078;4.857;0.0551;8.573;0.018;-15.094;0.015;4.955;0.017;6.81;1.15;-15.23;0.78;7.83;1.25
6240;?;46635;;271.62404;0.022;-24.1591887;0.017;6.4771817;-1.6276508;18 06 29.781;-24 09 32.85;-3.269;0.094;-5.741;0.078;3.0919;0.0571;-3.093;0.028;-5.856;0.018;3.197;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6241;;46680;;271.8176007;0.04;-15.5566928;0.033;14.0811115;2.4025778;18 07 16.223;-15 33 23.95;1.804;0.11;-4.168;0.094;1.2407;0.0661;2.07;0.049;-4.17;0.037;1.162;0.049;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6242;?;46702;;271.8371583;0.174;9.5641979;0.171;36.5914539;14.0965008;18 07 20.998;+09 33 49.78;-61.654;0.722;79.351;0.697;37.2985;0.4457;-61.804;0.225;79.004;0.226;38.126;0.239;-62.17;0.18;79.66;0.19;37.55;0.21
6243;;46720;;272.0728214;0.028;-10.550769;0.029;18.5929913;4.6031543;18 08 17.451;-10 33 02.49;20.635;0.117;-20.92;0.108;6.9039;0.0899;20.749;0.031;-21.018;0.027;6.925;0.036;19.39;0.9;-21.09;0.48;7.22;0.79
6244;;46660;A;272.1254387;0.059;-45.7670895;0.06;347.4528643;-12.1860135;18 08 30.104;-45 46 01.19;-4.43;0.171;-18.109;0.16;3.4703;0.0982;-4.112;0.056;-17.994;0.053;3.534;0.07;-2.88;0.64;-17.29;0.33;3.68;0.6
6245;;46780;;272.1405385;0.029;14.2847159;0.033;41.1436537;15.838212;18 08 33.725;+14 17 05.01;-6.152;0.136;-0.243;0.136;6.4857;0.0689;-5.929;0.034;-0.211;0.038;6.596;0.034;-5.47;0.36;-0.04;0.34;6.39;0.38
6246;;46610;;272.1452572;0.061;-63.6694113;0.073;330.4865319;-19.5899564;18 08 34.812;-63 40 06.94;19.7;0.391;-191.794;0.424;24.7755;0.3128;19.021;0.07;-191.101;0.09;24.362;0.135;18.02;0.13;-207.57;0.1;25.09;0.17
6247;;46750;;272.1477276;0.018;2.4108536;0.017;30.176918;10.6293567;18 08 35.455;+02 24 39.20;-1.486;0.082;-1.971;0.081;1.7439;0.0511;-1.182;0.022;-2.026;0.021;1.622;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6248;?;46706;B;272.2289204;0.049;-25.4714631;0.044;5.5952723;-2.7442827;18 08 54.939;-25 28 17.09;-1.478;0.11;-4.32;0.094;1.7949;0.0597;-1.272;0.061;-4.149;0.046;1.829;0.055;15.94;6.53;-6.36;3.97;2.29;4.91
6249;;46690;;272.2565308;0.039;-46.5022556;0.034;346.8202496;-12.5946051;18 09 01.572;-46 30 07.97;-1.249;0.139;-3.869;0.108;1.8263;0.0908;-1.006;0.045;-3.976;0.036;1.612;0.045;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6250;;46730;;272.2588307;0.092;-15.5283603;0.081;14.3120079;2.0444219;18 09 02.125;-15 31 42.05;-1.601;0.221;3.851;0.205;3.6649;0.1144;-1.826;0.117;3.824;0.09;3.685;0.101;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6251;;46700;;272.2610384;0.028;-34.199735;0.024;357.9149617;-6.9448158;18 09 02.650;-34 11 58.92;-0.041;0.136;-2.998;0.114;0.9421;0.0754;-0.089;0.031;-3.074;0.024;1.014;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6252;;46740;;272.385842;0.088;-24.6638771;0.079;6.3719968;-2.4790441;18 09 32.597;-24 39 49.89;3.064;0.28;-1.686;0.241;1.6354;0.2017;2.776;0.109;-0.497;0.073;2.514;0.118;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6253;;46770;;272.4027285;0.027;-19.3575372;0.023;11.0264048;0.0718616;18 09 36.657;-19 21 26.95;0.682;0.089;-8.371;0.076;1.8871;0.0526;0.726;0.032;-8.533;0.025;1.772;0.03;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6254;;46670;;272.4741669;0.015;-56.401135;0.016;337.6079262;-16.9191857;18 09 53.818;-56 24 03.64;-4.918;0.076;-27.996;0.078;5.2782;0.0575;-5.032;0.018;-28.306;0.017;5.304;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6255;;46710;;272.5320132;0.023;-46.3713051;0.018;347.026653;-12.7069974;18 10 07.678;-46 22 16.28;2.3;0.087;-23.436;0.074;3.7062;0.0579;2.261;0.022;-23.514;0.017;3.767;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6256;?;46796;;272.5913954;0.022;-21.2764829;0.017;9.4317505;-1.010255;18 10 21.934;-21 16 35.13;-0.596;0.093;-11.382;0.077;2.5923;0.0642;-0.365;0.025;-11.625;0.018;2.357;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6257;?;46760;;272.647765;0.041;-40.1960256;0.037;352.6927896;-10.0072877;18 10 35.460;-40 11 45.87;-0.199;0.085;8.98;0.072;2.2539;0.0455;0.886;0.049;9.286;0.037;2.384;0.05;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6258;;46950;;272.7270437;0.03;38.9614929;0.031;65.9405382;24.1084974;18 10 54.494;+38 57 41.39;7.373;0.053;5.2;0.06;3.182;0.0316;6.733;0.038;4.619;0.039;3.081;0.034;0.41;0.48;7.54;0.51;2.57;0.49
6259;;46810;;272.9562255;0.024;-44.3000117;0.021;349.0638481;-12.0590028;18 11 49.499;-44 17 59.94;-1.255;0.128;-5.48;0.11;1.352;0.0836;-1.483;0.025;-5.476;0.02;1.37;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6260;;46894;;272.9665012;0.03;-18.4811609;0.026;12.0513322;0.0273917;18 11 51.960;-18 28 52.14;1.602;0.101;-2.872;0.089;1.0195;0.0525;1.08;0.037;-2.908;0.028;1.186;0.033;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6261;*;46860;;272.9924287;0.033;-28.9015676;0.026;2.9031403;-4.9832324;18 11 58.160;-28 54 05.54;17.084;0.119;-7.266;0.1;6.217;0.0713;17.098;0.04;-7.212;0.029;6.211;0.036;16.63;0.51;-7.22;0.31;7.89;0.45
6262;?;46790;;273.0249572;0.076;-51.5864268;0.07;342.3157001;-15.2382733;18 12 05.995;-51 35 10.53;-1.873;0.123;-28.372;0.113;2.6773;0.0727;-1.935;0.082;-30.714;0.073;2.548;0.089;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6263;*;46870;;273.1076292;0.024;-37.7526322;0.023;355.0618775;-9.2061749;18 12 25.837;-37 45 09.23;-2.751;0.117;-12.579;0.101;7.1902;0.0631;-2.767;0.025;-12.785;0.022;7.167;0.034;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6264;;46840;;273.1228365;0.036;-41.7160194;0.03;351.47984;-11.0156728;18 12 29.478;-41 42 57.53;4.546;0.116;-5.28;0.097;2.1994;0.0553;4.724;0.041;-5.601;0.03;2.235;0.039;4.87;1.08;-5.83;0.61;4.08;0.75
6265;;46910;;273.1662114;0.014;-20.4543447;0.012;10.4110599;-1.0855882;18 12 39.888;-20 27 15.38;-1.484;0.08;-19.409;0.068;3.17;0.0542;-1.297;0.017;-19.547;0.013;3.031;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6266;;46927;;273.2641392;0.027;-18.3123189;0.024;12.3350587;-0.1392573;18 13 03.391;-18 18 44.15;0.712;0.104;-8.674;0.09;1.7111;0.0624;0.684;0.033;-8.459;0.025;1.728;0.032;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6267;*;46990;;273.2917336;0.035;-4.0115117;0.035;24.953654;6.6420724;18 13 10.002;-04 00 41.85;15.267;0.115;22.038;0.108;9.5495;0.0688;15.323;0.041;22.069;0.036;9.731;0.047;15.61;0.36;22.72;0.29;10.99;0.45
6268;;46900;;273.302898;0.083;-41.3361379;0.084;351.8873061;-10.9657938;18 13 12.699;-41 20 09.97;-2.474;0.359;-6.058;0.273;1.6434;0.2898;-2.05;0.093;-6.21;0.08;1.742;0.098;-2.84;0.38;-5.5;0.21;2.8;0.32
6269;;46800;;273.3383492;0.01;-59.5181062;0.01;334.7836233;-18.5592592;18 13 21.221;-59 31 05.45;0.984;0.048;12.019;0.046;1.9916;0.0354;1.03;0.012;11.883;0.012;2.012;0.015;0.07;1.33;13.45;0.98;2.33;1.14
6270;;46930;;273.3439067;0.028;-25.1515391;0.025;6.3604347;-3.4754119;18 13 22.529;-25 09 04.97;6.55;0.133;-34.706;0.109;7.4203;0.0894;6.589;0.031;-34.718;0.023;7.508;0.029;6.11;0.94;-33.64;0.55;8.74;0.79
6271;;46940;;273.3769202;0.021;-28.2552578;0.017;3.6350388;-4.9743805;18 13 30.461;-28 15 18.94;1.838;0.133;0.562;0.111;2.0744;0.0701;1.771;0.026;0.472;0.019;2.107;0.023;1.07;1.42;1.03;0.92;3.87;1.26
6272;;46960;;273.4123758;0.033;-18.3881858;0.034;12.3358831;-0.2991049;18 13 38.970;-18 23 17.54;-0.679;0.128;-3.163;0.103;2.735;0.1036;-0.664;0.04;-3.066;0.03;2.871;0.049;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6273;;46890;;273.4193161;0.019;-50.4151039;0.016;343.5255723;-14.9751871;18 13 40.631;-50 24 54.13;4.809;0.092;-22.243;0.082;3.5146;0.0434;4.579;0.022;-22.337;0.017;3.613;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6274;;46640;;273.4246392;0.02;-74.2202113;0.024;319.9441816;-23.5235244;18 13 41.893;-74 13 12.17;3.416;0.059;-36.025;0.071;3.9367;0.0458;3.106;0.023;-35.915;0.032;3.96;0.03;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6275;;46830;;273.4352613;0.031;-56.9024724;0.031;337.345262;-17.6029583;18 13 44.445;-56 54 08.86;11.884;0.07;3.236;0.072;2.517;0.0487;11.059;0.039;2.78;0.036;2.527;0.037;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6276;?;46974;;273.4359476;0.041;-21.0597749;0.033;10.0002428;-1.596946;18 13 47.400;-21 03 43.00;1.288;0.186;-0.779;0.145;0.6651;0.0944;1.319;0.051;-0.658;0.035;0.835;0.046;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6277;;46920;;273.463781;0.025;-37.6665299;0.022;355.2700415;-9.4173716;18 13 51.302;-37 39 59.45;-1.701;0.098;-3.784;0.085;0.8115;0.0557;-1.539;0.027;-3.897;0.022;0.788;0.029;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6278;;47000;;273.5451097;0.03;-27.5029265;0.025;4.3709291;-4.7497459;18 14 10.829;-27 30 10.05;-0.058;0.142;-24.332;0.119;3.9534;0.0804;-0.171;0.036;-24.811;0.026;3.92;0.034;-2.46;0.75;-24.37;0.46;3.83;0.63
6279;?;47048;;273.6258042;0.056;31.9774676;0.064;58.9815751;21.2612411;18 14 30.199;+31 58 38.96;-0.595;0.165;-5.822;0.174;1.6559;0.0945;-0.631;0.081;-6.142;0.079;1.591;0.074;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6280;;46850;A;273.6751028;0.015;-61.6373816;0.015;332.7658458;-19.4974363;18 14 42.186;-61 38 14.28;-9.488;0.077;5.173;0.075;3.5919;0.057;-9.213;0.019;4.947;0.017;3.424;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6281;;46620;;273.7072338;0.116;-78.2282462;0.133;315.7384867;-24.6776975;18 14 49.695;-78 13 41.75;12.956;0.426;4.173;0.509;4.1859;0.2555;13.616;0.144;5.466;0.173;4.028;0.15;10.79;0.84;6.43;0.89;5.9;0.97
