id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;HDE_id;Gaia DR2_id;TYC_id;Hipparcos_id;Gaia DR3_id
5022;;36340;;218.7655908;0.019;-43.152525;0.016;322.2757639;15.7931952;14 35 03.749;-43 09 09.17;6099912153802006144;6099912153802006144;127878;-99.99;7818-169-1
5023;?;36420;B;218.8157693;0.034;19.2151388;0.038;20.0873795;64.9183617;14 35 15.781;+19 12 54.42;1239210116298387712;1239210116298387712;128220B;71332;1480-1243-1
5024;;36320;;218.8658069;0.01;-56.6113996;0.013;316.9202512;3.4085161;14 35 27.810;-56 36 40.96;5891776561207297024;5891776561207297024;-99.99;-99.99;8687-1548-1
5025;;36280;;218.8960198;0.019;-68.739156;0.023;312.175826;-7.7573699;14 35 35.101;-68 44 20.94;5847958102242318080;5847958102242318080;127575;71359;9257-1503-1
5026;?;36310;;218.9240356;0.025;-58.5929714;0.03;316.1733813;1.5725188;14 35 41.734;-58 35 34.59;5891281918409547520;5891281918409547520;127820;-99.99;8691-2706-1
5027;?;36350;;219.0063306;0.014;-56.4601824;0.019;317.0510442;3.5172657;14 36 01.528;-56 27 36.63;5891804113378746624;5891804113378746624;127924;71398;8687-1370-1
5028;;36464;;219.1079703;0.021;-22.7342613;0.021;332.4262842;34.0545751;14 36 25.924;-22 44 03.07;6278523660199677056;6278523660199677056;128258;-99.99;6745-465-1
5029;;36360;;219.1384104;0.016;-59.2912374;0.02;316.0008929;0.8869042;14 36 33.220;-59 17 28.27;5879191173153600000;5879191173153600000;127957;-99.99;8691-3059-1
5030;?;36450;;219.1386509;0.018;-28.8643729;0.014;329.1405615;28.6034394;14 36 33.265;-28 51 51.65;6221854212429498880;6221854212429498880;128238;-99.99;6757-2782-1
5031;?;36430;A;219.1944846;0.039;-36.6653639;0.034;325.4279612;21.5624401;14 36 46.670;-36 39 55.14;6106766303128002048;6106766303128002048;128224;71457;7308-1947-1
5032;;36370;A;219.2296196;0.082;-60.7542707;0.112;315.4653172;-0.4753433;14 36 55.126;-60 45 15.24;5878491643202353536;5878491643202353536;128016;-99.99;9007-5833-1
5033;;36410;;219.2617691;0.442;-45.8770113;0.639;321.4696162;13.159039;14 37 02.815;-45 52 37.17;6098339160676913920;6098339160676913920;128210;-99.99;8278-892-1
5034;;36490;;219.2780909;0.016;-28.2409797;0.015;329.5863817;29.1045916;14 37 06.736;-28 14 27.74;6222166851688743296;6222166851688743296;128357;-99.99;6757-606-1
5035;;36600;;219.2865881;0.042;35.9297286;0.056;60.9290967;65.9115898;14 37 08.818;+35 55 46.98;1486194340959523584;1486194340959523584;128661;71487;2560-693-1
5036;;36390;;219.3020981;0.031;-52.8279902;0.05;318.6529064;6.7849059;14 37 12.526;-52 49 40.67;5897653450835225856;5897653450835225856;128180;-99.99;8679-160-1
5037;?;36500;;219.3216256;0.042;-32.5285633;0.056;327.4756714;25.2495246;14 37 17.206;-32 31 42.76;6216664341451653376;6216664345749245440;128359;-99.99;7300-261-1
5038;?;36520;;219.3862937;0.054;-34.2732593;0.051;326.6930131;23.6559943;14 37 32.715;-34 16 23.55;6215107883963924608;6215107883963924608;128391;-99.99;7304-991-1
5039;?;36470;;219.4694526;0.013;-52.0611555;0.014;319.0566506;7.4466716;14 37 52.708;-52 03 39.93;5898107961455621120;5898107961455621120;128304;-99.99;8291-281-1
5040;;36380;;219.5034585;0.015;-67.3279352;0.023;312.9519718;-6.5531734;14 38 00.863;-67 19 40.37;5848399418738861824;5848399418738861824;128075;-99.99;9019-334-1
5041;;36510;A;219.5194487;0.021;-48.1777442;0.023;320.6771298;10.9856258;14 38 04.664;-48 10 39.87;5905684215025070976;5905684215036396672;128376;-99.99;8283-2556-1
5042;;36440;;219.5218334;0.012;-59.1631478;0.014;316.2318132;0.9266487;14 38 05.241;-59 09 47.21;5879198796682945920;5879198796682945920;128226;-99.99;8691-3058-1
5043;;36460;;219.5894558;0.02;-61.4684396;0.026;315.3406591;-1.1997168;14 38 21.474;-61 28 06.28;5877600660912227456;5877600660912227456;128249;-99.99;9007-2784-1
5044;;36530;;219.6696014;0.188;-49.908677;0.291;320.0530856;9.364342;14 38 40.702;-49 54 31.22;5899331202493796224;5899331202496460544;128472;-99.99;8287-775-1
5045;;36560;;219.6824915;0.02;-37.8243511;0.018;325.275026;20.3484558;14 38 43.831;-37 49 27.49;6106381233540180736;6106381233540180736;128568;-99.99;7806-134-1
5046;;36590;;219.84538;0.04;-42.7627055;0.035;323.1910398;15.8228586;14 39 22.902;-42 45 45.66;6100029114351154048;6100029114351154048;128649;-99.99;7814-1967-1
5047;;36630;;219.883692;0.021;-34.2448681;0.018;327.109917;23.5016855;14 39 32.107;-34 14 41.61;6215192477638564864;6215192477638564864;128736;-99.99;7304-759-1
5048;;36540;;219.9015967;0.011;-58.1747526;0.011;316.8102208;1.7522054;14 39 36.407;-58 10 28.97;5879401454762312704;5879401454762312704;128521;-99.99;8691-1205-1
5049;?;36750;;219.9344694;0.033;19.1223541;0.033;20.848619;63.9098339;14 39 44.280;+19 07 20.23;1237664890144529920;1237664890144529920;-99.99;-99.99;1480-691-1
5050;;36660;;219.9344766;0.017;-28.6189852;0.022;329.9750942;28.5045444;14 39 44.301;-28 37 08.30;6221946571406127616;6221946571406127616;128806;-99.99;6758-269-1
5051;?;36550;;219.9412501;0.01;-59.5755667;0.011;316.2615351;0.4631091;14 39 45.927;-59 34 31.98;5878987522962029952;5878987522962029952;128540;-99.99;8691-3070-1
5052;;36640;;220.0801558;0.033;-45.7939388;0.042;322.0381113;12.9997397;14 40 19.266;-45 47 37.90;6098521615193343872;6098521615193343872;128775;71727;8279-3078-1
5053;;36716;;220.1012935;0.018;-20.8480375;0.016;334.5223289;35.2528648;14 40 24.346;-20 50 52.88;6279880698066586752;6279880698066586752;128945;71730;6166-341-1
5054;;36670;;220.155709;0.012;-44.6006207;0.014;322.6024308;14.0607897;14 40 37.380;-44 36 02.10;6098835594480379392;6098835594480379392;128834;-99.99;7831-1734-1
5055;*;36820;A;220.18156;0.087;16.4183958;0.1;15.6426087;62.5412125;14 40 43.735;+16 25 05.21;1234645287617291520;1234645287617291520;129174;71762;-99.99
5056;?;36830;B;220.1830377;0.046;16.417831;0.046;15.6429494;62.5396948;14 40 43.735;+16 25 05.21;1234645287617291392;1234645287617291392;129175;71762;-99.99
5057;;36680;;220.2004352;0.017;-48.0607431;0.02;321.1481798;10.9051677;14 40 48.115;-48 03 38.55;5905767670531291136;5905767670531291136;128836;-99.99;8283-1537-1
5058;?;36580;;220.2180488;0.012;-65.4595114;0.016;313.9774479;-4.9620032;14 40 52.342;-65 27 34.10;5849681483677674368;5849681483677674368;128605;-99.99;9015-1239-1
5059;?;36620;;220.2492959;0.012;-61.9492707;0.015;315.4318829;-1.7660001;14 40 59.847;-61 56 57.27;5877525889738081024;5877525889738081024;128697;71780;9011-4242-1
5060;;36730;;220.2556139;0.062;-36.1348864;0.052;326.5030964;21.6712036;14 41 01.391;-36 08 05.40;6202874511432521600;6202874511432521600;128974;71783;7308-2775-1
5061;;36480;;220.2603258;0.044;-73.8253995;0.047;310.4797379;-12.5815696;14 41 02.491;-73 49 31.14;5796323661797034752;5796323661797034752;128330;-99.99;9269-1875-1
5062;;36610;;220.2845566;0.279;-64.2195397;0.421;314.5140494;-3.8430333;14 41 08.314;-64 13 10.28;5850091292295290880;5850091292295290880;128676;-99.99;9015-388-1
5063;?;36853;;220.348839;0.026;-6.4718431;0.037;345.3341143;47.1450562;14 41 23.728;-06 28 18.69;6330895804211862144;6330895804211862144;129211;-99.99;4997-240-1
5064;;36777;;220.3538104;0.087;-25.8384267;0.072;331.856291;30.7844825;14 41 24.938;-25 50 18.39;6223618477618783104;6223618477618783104;129098;-99.99;6750-296-1
5065;;36690;;220.3602352;0.023;-57.6896945;0.037;317.2306831;2.0956906;14 41 26.455;-57 41 22.84;5891447699818684288;5891447699818684288;128840;-99.99;8688-961-1
5066;?;36760;;220.360326;0.021;-35.79376;0.017;326.7473305;21.9397747;14 41 26.481;-35 47 37.56;6202907221904069120;6202907221904069120;129052;-99.99;7308-21-1
5067;;36570;;220.3928585;0.012;-70.3786996;0.014;311.9863826;-9.4678865;14 41 34.316;-70 22 43.32;5798085354310331776;5798085354310331776;128574;71826;9261-1352-1
5068;;36650;;220.4294681;0.009;-64.0062268;0.013;314.6598606;-3.6747012;14 41 43.098;-64 00 22.27;5850102012535182592;5850102012535182592;128793;-99.99;9015-1204-1
5069;?;36800;A;220.4419794;1.178;-29.6976242;1.808;329.855305;27.3432234;14 41 46.096;-29 41 51.57;6218696689912743552;6218696689912743552;129160;-99.99;6758-121-1
5070;;36810;A;220.4634087;0.067;-30.9332215;0.05;329.2344271;26.2387378;14 41 51.221;-30 55 59.02;6218416589325623040;6218416589325623040;129161;71853;7296-1962-1
5071;;36770;;220.4681064;0.015;-44.4979801;0.016;322.8551497;14.0596321;14 41 52.344;-44 29 52.60;6098886893568449664;6098886893568449664;129069;-99.99;7831-1671-1
5072;;36780;;220.4715791;0.038;-40.6005099;0.037;324.594903;17.579516;14 41 53.193;-40 36 01.75;6101802867124022784;6101802867124022784;129102;-99.99;7823-581-1
5073;;36850;;220.5016014;0.027;-28.8181277;0.022;330.3702703;28.0971563;14 42 00.379;-28 49 05.32;6221901491429682944;6221901491429682944;129196;71871;6758-32-1
5074;?;36720;;220.5450423;0.014;-57.8059327;0.02;317.2726027;1.9491217;14 42 10.831;-57 48 21.28;5879436707856746368;5879436707856746368;128963;71885;8688-655-1
5075;*;36710;;220.6247232;0.11;-64.9761774;0.173;314.3336461;-4.592313;14 42 30.399;-64 58 30.54;5849837854817580672;5849837854861497856;128898;71908;-99.99
5076;;36884;;220.6786576;0.054;-12.5980283;0.057;340.7068718;41.9685368;14 42 42.888;-12 35 52.79;6323700153443340032;6323700153443340032;129394;-99.99;5573-519-1
5077;;36860;;220.7991313;0.014;-51.3401809;0.013;320.1136825;7.7646741;14 43 11.829;-51 20 24.51;5898221653512034176;5898221653512034176;129240;-99.99;8291-1279-1
5078;;36890;;220.8018525;0.028;-29.7963792;0.023;330.1143853;27.1101882;14 43 12.425;-29 47 47.02;6218774132465641088;6218774132465641088;129418;-99.99;6758-1212-1
5079;;36790;;220.8082013;0.063;-57.6666014;0.07;317.4583893;2.0174745;14 43 14.006;-57 39 59.59;5879442033616619904;5879442033616619904;129144;-99.99;8688-403-1
5080;;36740;A;220.8458874;0.011;-66.7786172;0.014;313.6592606;-6.267502;14 43 23.042;-66 46 42.89;5848783659359758336;5848783659359758336;128997;71990;9019-1663-1
5081;?;36700;;220.924778;0.023;-72.4746232;0.029;311.2428778;-11.4394264;14 43 41.985;-72 28 28.43;5797021920401542144;5797021920401542144;128843;-99.99;9265-413-1
5082;?;36940;;220.9652012;0.085;-26.6786888;0.08;331.9453626;29.7841091;14 43 51.689;-26 40 43.39;6222762512113080064;6222762512113080064;129570;-99.99;6754-1840-1
5083;;36880;;220.992556;0.028;-50.6710828;0.029;320.5105833;8.3197051;14 43 58.243;-50 40 15.62;5904295287022725248;5904295287022725248;129383;72024;8291-381-1
5084;;36966;;221.0518335;0.021;-15.7224834;0.018;338.8407088;39.1605719;14 44 12.460;-15 43 20.94;6309915232568633600;6309915232568633600;129667;-99.99;6154-971-1
5085;;36950;;221.0726565;0.018;-38.3094893;0.017;326.0961661;19.4335956;14 44 17.458;-38 18 34.10;6105626281368152576;6105626281368152576;129575;-99.99;7819-1006-1
5086;;36910;;221.1370775;0.015;-54.5229143;0.019;318.9484772;4.793131;14 44 32.907;-54 31 22.53;5893519596378150400;5893519596378150400;129460;-99.99;8684-448-1
5087;?;36960;;221.2024643;0.014;-48.259481;0.014;321.6789732;10.4423734;14 44 48.629;-48 15 34.05;5905539148219820160;5905539148219820160;129576;-99.99;8283-85-1
5088;;36900;;221.2088833;0.015;-58.9055563;0.017;317.1290705;0.8046358;14 44 50.136;-58 54 19.89;5879118055613221632;5879118055613221632;129421;-99.99;8692-963-1
5089;?;36840;;221.3872227;0.015;-72.0875015;0.019;311.5422743;-11.1505142;14 45 32.987;-72 05 15.03;5797125515014404992;5797125515014404992;129189;72159;9265-359-1
5090;?;36970;;221.3961508;0.018;-48.4499292;0.018;321.7136357;10.2150557;14 45 35.098;-48 26 59.63;5905521556033852928;5905521556033852928;129705;-99.99;8283-3613-1
5091;;36920;;221.5013482;0.007;-65.3833736;0.01;314.4959293;-5.116777;14 46 00.382;-65 22 59.83;5849764836045065984;5849764836045065984;129494;-99.99;9015-1188-1
5092;?;37175;;221.5068865;0.03;64.6256272;0.033;104.941201;48.3048305;14 46 01.615;+64 37 32.69;1668737391706400768;1668737391706400768;130600;72198;4176-369-1
5093;;36870;;221.523096;0.052;-71.3630486;0.064;311.9012609;-10.5162199;14 46 05.636;-71 21 46.52;5797230965054374528;5797230965054374528;129331;72207;9265-2384-1
5094;?;37075;;221.5616693;0.22;1.8927929;0.173;355.2797972;52.680602;14 46 14.930;+01 53 34.44;3655377057091401856;3655377057091634304;130109;72220;326-1426-1
5095;?;37020;;221.6532763;0.039;-56.4189499;0.049;318.4039234;2.9532005;14 46 36.802;-56 25 08.25;5893025572074048256;5893025572074048256;129772;-99.99;8688-1283-1
5096;?;37040;;221.6927794;0.015;-46.2144179;0.017;322.8905025;12.139913;14 46 46.257;-46 12 51.83;5906352748158668928;5906352748158668928;129913;-99.99;8279-1033-1
5097;;37077;;221.7596458;0.024;-16.4733351;0.02;339.0474028;38.1604714;14 47 02.339;-16 28 23.99;6309619532660114560;6309619532660114560;130156;72292;6154-445-1
5098;?;36990;;221.7888624;0.008;-64.0105307;0.013;315.1992694;-3.9301029;14 47 09.340;-64 00 37.93;5873921694991543168;5873921694991543168;129738;72305;9015-679-1
5099;;37080;;221.8439457;0.056;-25.6243259;0.057;333.3375503;30.3148496;14 47 22.559;-25 37 27.23;6228830098311576320;6228830098311576320;130158;72323;6750-1746-1
5100;?;37060;;221.876827;0.011;-52.9158595;0.019;320.0376515;6.057453;14 47 30.486;-52 54 56.72;5894867288378856960;5894867288378856960;129966;-99.99;8680-357-1
5101;?;37050;;221.9140443;0.014;-58.8625576;0.016;317.4769155;0.6877404;14 47 39.391;-58 51 45.12;5879086341573140096;5879086341573140096;129934;-99.99;8692-1107-1
5102;;36930;;221.9339755;0.012;-73.1959606;0.013;311.1964079;-12.2184796;14 47 44.229;-73 11 45.16;5796738998009660544;5796738998009660544;129535;72355;9269-66-1
5103;;37070;;221.9482442;0.012;-55.6417218;0.013;318.8886846;3.5832932;14 47 47.590;-55 38 30.21;5893212763927841664;5893212763927841664;129994;-99.99;8684-1989-1
5104;?;37000;A;221.987905;0.425;-68.5197087;0.534;313.3022055;-8.0265413;14 47 57.107;-68 31 10.86;5800041557304909312;5800041557304909312;129750;72377;9257-1047-1
5105;;37010;;221.998508;0.015;-68.7048347;0.018;313.2238749;-8.1946872;14 47 59.685;-68 42 17.29;5799990945407685120;5799990945407685120;129751;-99.99;9257-1273-1
5106;;37090;;222.089993;0.02;-39.4051497;0.02;326.3199532;18.0982635;14 48 21.597;-39 24 18.45;6102320084264503808;6102320084264503808;130278;-99.99;7823-490-1
5107;;37150;;222.2253586;0.073;-0.8475745;0.065;352.995236;50.2462512;14 48 54.099;-00 50 51.46;3650616652779577216;3650616652779577216;130557;72449;4986-779-1
5108;*;37160;A;222.3290825;0.097;-14.1490896;0.082;341.3028986;39.7820455;14 49 19.056;-14 08 55.64;6311246118378830080;6311246118378830080;130559;72489;5590-994-1
5109;;37170;B;222.3291476;0.094;-14.1485568;0.106;341.3033611;39.7824474;14 49 19.056;-14 08 55.64;6311246122674577536;6311246122674577536;130559B;72489;5590-994-1
5110;;37100;;222.3710365;0.014;-53.3764024;0.018;320.1031667;5.5136611;14 49 29.068;-53 22 35.03;5894793552376636800;5894793552376636800;130334;-99.99;8680-1775-1
5111;;37110;;222.4691911;0.023;-57.3465933;0.028;318.4022361;1.9240258;14 49 52.646;-57 20 47.47;5880918471576257280;5880918471576257280;130335;72544;8688-722-1
5112;?;37196;;222.5138384;0.031;-0.0056499;0.024;354.2342674;50.6581843;14 50 03.294;-00 00 20.21;3651102774358073344;3651102774358073344;130771;-99.99;4986-25-1
5113;?;37130;;222.5889696;0.009;-60.24307;0.011;317.1815603;-0.7034829;14 50 21.360;-60 14 34.92;5878188418522062720;5878188418522062720;130382;-99.99;9007-5116-1
5114;?;37210;;222.7191483;5.202;-16.042081;2.458;340.3250567;38.0082989;14 50 52.744;-16 02 30.25;6309703507860824832;6309703507861332736;130841;72622;6155-1210-1
5115;;37120;;222.7206814;0.015;-66.5228993;0.02;314.4444812;-6.3588029;14 50 52.986;-66 31 22.26;5848717967876097280;5848717967876097280;130336;-99.99;9019-1516-1
5116;;37140;A;222.756344;0.013;-63.4949543;0.016;315.81107;-3.6540501;14 51 01.552;-63 29 41.65;5874050505281373312;5874050505281373312;130423;-99.99;9011-5398-1
5117;?;37200;;222.8108671;0.02;-37.103178;0.017;327.9816186;19.8733115;14 51 14.618;-37 06 11.34;6201680888482923520;6201680888482923520;130791;-99.99;7310-1342-1
5118;;37180;;222.8574789;0.011;-53.9138265;0.014;320.1233326;4.9040988;14 51 25.812;-53 54 49.69;5893968334542782208;5893968334542782208;130660;-99.99;8680-1819-1
5119;;37030;;222.8748692;0.021;-77.1760168;0.024;309.5605354;-15.87639;14 51 30.062;-77 10 33.69;5791924653210500352;5791924653210500352;129899;72670;9432-2041-1
5120;;37074;A;222.8755083;0.696;-74.9331291;0.653;310.6298643;-13.8857548;14 51 30.154;-74 55 59.12;5793027841332482304;5793027841332482304;130081;72671;9270-2135-1
5121;?;37220;;222.9175649;0.022;-30.8786026;0.02;331.3188875;25.2833678;14 51 40.308;-30 52 41.75;6217495542182819968;6217495542182819968;130922;72684;7298-488-1
5122;;37300;A;223.0310202;0.055;20.2906822;0.069;25.5451504;61.6180241;14 52 07.443;+20 17 26.56;1238070880518551296;1238070880518551296;131265;72725;1484-32-1
5123;*;37270;A;223.2126889;0.126;-37.8032521;0.133;327.9273646;19.105694;14 52 51.080;-37 48 11.38;6198599507144514432;6198599507144514432;131120;72800;7820-3238-1
5124;?;37304;;223.213374;0.029;-8.2843254;0.023;346.9445089;43.9694426;14 52 51.222;-08 17 03.71;6327198765083084800;6327198765083084800;131270;-99.99;5578-470-1
5125;?;37280;;223.2218089;0.021;-35.3809834;0.017;329.1709214;21.2282011;14 52 53.260;-35 22 51.22;6202371209985871616;6202371209985871616;131141;72806;7306-1191-1
5126;;37240;;223.2804268;0.032;-49.8579041;0.035;322.1995605;8.4065342;14 53 07.336;-49 51 28.22;5901401033146113152;5901401033146113152;131031;-99.99;8288-2284-1
5127;;37230;;223.3587822;0.011;-58.3270161;0.013;318.3889848;0.8353291;14 53 26.143;-58 19 37.06;5880615796618133760;5880615796618133760;130981;72852;8693-215-1
5128;;37310;;223.601918;0.019;-50.3126593;0.021;322.1747308;7.9077858;14 54 24.471;-50 18 45.52;5901329977205186176;5901329977205186176;131279;-99.99;8288-1833-1
5129;;37190;;223.6233245;0.01;-72.7734691;0.012;311.8431282;-12.0665403;14 54 29.633;-72 46 24.32;5796848777373982080;5796848777373982080;130723;-99.99;9266-1869-1
5130;?;37340;;223.708968;0.019;-36.1533142;0.018;329.1403311;20.3610694;14 54 50.166;-36 09 11.72;6202135364741944448;6202135364741944448;131460;72977;7310-2497-1
5131;;37360;;223.818322;0.024;-39.7204049;0.022;327.4004612;17.1957792;14 55 16.389;-39 43 13.46;6198095381064879232;6198095381064879232;131517;-99.99;7824-773-1
5132;;37290;;223.8196768;0.01;-65.2851217;0.015;315.4102136;-5.4585009;14 55 16.716;-65 17 06.48;5872990339897070592;5872990339897070592;131171;-99.99;9028-1448-1
5133;?;37370;;223.8601727;0.025;-40.7073807;0.02;326.9366355;16.3137976;14 55 26.467;-40 42 26.49;6101227405924387712;6101227405924387712;131531;-99.99;7824-154-1
5134;?;37250;;223.90815;0.008;-70.1343318;0.01;313.1762711;-9.7730761;14 55 38.038;-70 08 03.18;5798898821119787648;5798898821119787648;131082;-99.99;9262-1731-1
5135;;37260;;223.9306584;0.011;-70.3404838;0.013;313.0855824;-9.9590159;14 55 43.471;-70 20 25.77;5798883153078974720;5798883153078974720;131083;-99.99;9262-2095-1
5136;;37380;;224.0864284;0.128;-30.8772548;0.11;332.2780906;24.7823075;14 56 20.767;-30 52 37.98;6217820276070162432;6217820276070162432;131750;73098;7298-496-1
5137;;37560;;224.1855268;0.011;45.4538779;0.012;77.6429629;59.1233792;14 56 44.516;+45 27 14.15;1586666820152467712;1586666820152467712;132295;-99.99;3474-1237-1
5138;;37390;;224.1985792;0.032;-41.9984418;0.034;326.5266941;15.0585689;14 56 47.667;-41 59 54.38;6100861822609827584;6100861822609827584;131753;-99.99;7828-2217-1
5139;?;37330;;224.2090744;0.011;-67.3272064;0.013;314.5975702;-7.3406351;14 56 50.195;-67 19 37.90;5800572896302518528;5800572896302518528;131378;-99.99;9032-1352-1
5140;?;37400;;224.2934435;0.027;-43.5981213;0.028;325.7998087;13.6205504;14 57 10.440;-43 35 53.06;5908471305207757696;5908471305211259392;131818;-99.99;7832-509-1
5141;?;37490;;224.2953888;0.184;-4.3471427;0.268;351.7236071;46.2705129;14 57 11.015;-04 20 47.32;6337402473507040512;6337402473507040512;132052;73165;-99.99
5142;;37320;;224.3126164;0.009;-70.6533538;0.01;313.0508642;-10.2951405;14 57 15.105;-70 39 11.79;5798731897198559360;5798731897198559360;131328;-99.99;9262-1925-1
5143;;37440;;224.328927;0.019;-36.5118143;0.017;329.4166382;19.8037454;14 57 18.983;-36 30 42.41;6199062813857453952;6199062813857453952;131887;-99.99;7310-1921-1
